cbsa_code,metric,period,value
16020,hpi_forecast_8q,2026-06,11.7568
16020,hpi_forecast_8q_hi,2026-06,35.3545
16020,hpi_forecast_8q_lo,2026-06,-6.1268
16020,hpi_surprise_4q,2026-06,-0.1712
16020,hpi_trend_5y,2026-06,6.8031
16020,hpi_yoy_latest,2026-06,4.7053
16180,hpi_forecast_4q,2026-06,3.5091
16180,hpi_forecast_4q_hi,2026-06,14.0787
16180,hpi_forecast_4q_lo,2026-06,-5.8934
16180,hpi_forecast_8q,2026-06,7.6983
16180,hpi_forecast_8q_hi,2026-06,30.7815
16180,hpi_forecast_8q_lo,2026-06,-10.2965
16180,hpi_surprise_4q,2026-06,-1.1839
